"journal","name","paperCount","citationCount","rank","issn"
"http://ma-graph.org/entity/2898331690","Atención Familiar",406,87,13253,"1405-8871"
"http://ma-graph.org/entity/2898332746","Ensayos sobre Política Económica",756,1332,12500,"0120-4483"
"http://ma-graph.org/entity/2898332974","IJC Metabolic &amp; Endocrine",159,280,14094,"2214-7624"
"http://ma-graph.org/entity/2898333221","EMC - Tecniche Chirurgiche Addominale",109,0,14586,"1283-0798"
"http://ma-graph.org/entity/2898336971","Sleep Science",504,764,12963,"1984-0063"
"http://ma-graph.org/entity/2898337330","Revista Colombiana de Anestesiología",983,1477,12284,"0120-3347"
"http://ma-graph.org/entity/2898338117","Progress in Natural Science: Materials International",749,6785,12169,"1002-0071"
"http://ma-graph.org/entity/2898340981","Carnegie-Rochester Conference Series on Public Policy",726,37939,9958,"0167-2231"
"http://ma-graph.org/entity/2898341049","Colombian Journal of Anesthesiology",499,228,13030,"2256-2087"
"http://ma-graph.org/entity/2898343181","Wine Economics and Policy",111,759,14230,"2212-9774"
"http://ma-graph.org/entity/2898343296","Actualités Pharmaceutiques Hospitalières",342,56,13417,"1769-7344"
"http://ma-graph.org/entity/2898345398","REACH",8,4,17174,"2352-3093"
"http://ma-graph.org/entity/2898346768","Boletín Mexicano de Derecho Comparado",3955,639,10920,"0041-8633"
"http://ma-graph.org/entity/2898347799","EClinicalMedicine",25,4,16049,"2589-5370"
"http://ma-graph.org/entity/2898348030","Green Energy &amp; Environment",129,479,14249,"2468-0257"
"http://ma-graph.org/entity/2898353662","American Intra-Ocular Implant Society Newsletter",20,53,15558,"0361-235X"
"http://ma-graph.org/entity/2898356015","Physics of the Dark Universe",237,2878,12762,"2212-6864"
"http://ma-graph.org/entity/2898356475","Schizophrenia Research: Cognition",120,555,14310,"2215-0013"
"http://ma-graph.org/entity/2898357253","Estudios de Historia Moderna y Contemporánea de México",1103,223,12150,"0185-2620"
"http://ma-graph.org/entity/2898360815","Krankenhaus-Hygiene + Infektionsverhütung",244,439,13540,"0720-3373"
"http://ma-graph.org/entity/2898361051","Clinical Ovarian and Other Gynecologic Cancer",45,36,15429,"2212-9553"
"http://ma-graph.org/entity/2898365741","European Journal of Family Business",73,109,14941,"2444-877X"
"http://ma-graph.org/entity/2898366065","Natures Sciences Sociétés",1532,2996,11585,"1240-1307"
"http://ma-graph.org/entity/2898367572","Pregnancy Hypertension",4,0,17891,"2210-7789"
"http://ma-graph.org/entity/2898368220","ICT Express",189,319,13876,"2405-9595"
"http://ma-graph.org/entity/2898369945","Revista del Pie y Tobillo",165,36,14162,"1697-2198"
"http://ma-graph.org/entity/2898375836","Gaceta Mexicana de Oncología",693,205,12708,"1665-9201"
"http://ma-graph.org/entity/2898375869","Clínica y Salud",428,1490,13011,"1130-5274"
"http://ma-graph.org/entity/2898381501","Biomedicine &amp; Aging Pathology",154,791,14014,"2210-5220"
"http://ma-graph.org/entity/2898381771","Pacific Science Review A: Natural Science and Engineering",54,104,15160,"2405-8823"
"http://ma-graph.org/entity/2898386384","Advances in Ophthalmology and Optometry",76,9,14937,"2452-1760"
"http://ma-graph.org/entity/2898388368","Future Journal of Pharmaceutical Sciences",78,117,14853,"2314-7245"
"http://ma-graph.org/entity/2898388394","Agri Gene",77,56,14902,"2352-2151"
"http://ma-graph.org/entity/2898390257","Comparative Biochemistry and Physiology Part D: Genomics and Proteomics",523,6810,12515,"1744-117X"
"http://ma-graph.org/entity/2898394209","La Revue Gestion et Organisation",86,33,14799,"2214-4234"
"http://ma-graph.org/entity/2898397052","Journal of Veterinary Anaesthesia",200,1190,13371,"1351-6574"
"http://ma-graph.org/entity/2898398589","Translational Medicine of Aging",13,5,16703,"2468-5011"
"http://ma-graph.org/entity/2898399233","Geriatric Mental Health Care",25,74,15791,"2212-9693"
"http://ma-graph.org/entity/2898407734","Mindfulness &amp; Compassion",37,35,15628,"2445-4079"
"http://ma-graph.org/entity/2898409089","BRQ Business Research Quarterly",116,612,14280,"2340-9436"
"http://ma-graph.org/entity/2898411350","NFS Journal",41,231,15320,"2352-3646"
"http://ma-graph.org/entity/2898411357","Petroleum Research",80,15,14877,"2096-2495"
"http://ma-graph.org/entity/2898412997","Journal of Ocean Engineering and Science",92,158,14637,"2468-0133"
"http://ma-graph.org/entity/2898414893","Toxicologie Analytique et Clinique",859,228,12494,"2352-0078"
"http://ma-graph.org/entity/2898414897","Revue d&#039;Oncologie H&#x00E9;matologie P&#x00E9;diatrique",176,45,14073,"2213-4670"
"http://ma-graph.org/entity/2898415390","Annual Review of Fish Diseases",84,7293,12691,"0959-8030"
"http://ma-graph.org/entity/2898415742","CAAI Transactions on Intelligence Technology",70,539,14638,"2468-2322"
"http://ma-graph.org/entity/2898416378","VideoGIE",304,54,13525,"2468-4481"
"http://ma-graph.org/entity/2898417141","Endocrinología, Diabetes y Nutrición",254,65,13727,"2530-0164"
"http://ma-graph.org/entity/2898418416","Biochemie und Physiologie der Pflanzen",2412,13101,11017,"0015-3796"
"http://ma-graph.org/entity/2898418539","International Journal of Innovation Studies",23,19,16113,"2096-2487"
"http://ma-graph.org/entity/2898418785","Revista Española de Podología",1201,248,12162,"0210-1238"
"http://ma-graph.org/entity/2898419996","Annales des Ponts et Chaussées",165,109,14046,"0152-9668"
"http://ma-graph.org/entity/2898420889","EMC - Urología",266,18,13686,"1761-3310"
"http://ma-graph.org/entity/2898421166","Revue Générale de Thermique",868,2399,12125,"0035-3159"
"http://ma-graph.org/entity/2898421519","Educación Química",1564,1344,11873,"0187-893X"
"http://ma-graph.org/entity/2898422462","Hematology/Oncology and Stem Cell Therapy",447,1462,12964,"1658-3876"
"http://ma-graph.org/entity/2898423621","IJC Heart &amp; Vessels",69,149,14884,"2214-7632"
"http://ma-graph.org/entity/2898427929","Infectious Disease Modelling",63,104,15044,"2468-0427"
"http://ma-graph.org/entity/2898428619","Journal of Space Safety Engineering",93,35,14699,"2468-8967"
"http://ma-graph.org/entity/2898429005","Diagnóstico Prenatal",86,48,14786,"2173-4127"
"http://ma-graph.org/entity/2898431607","Advances in Cosmetic Surgery",21,1,16232,"2542-4327"
"http://ma-graph.org/entity/2898431940","The Journal of Finance and Data Science",47,55,15360,"2405-9188"
"http://ma-graph.org/entity/2898431972","Bulletin du Cancer/Radiothérapie",386,870,13040,"0924-4212"
"http://ma-graph.org/entity/2898433336","Hipertensión y Riesgo Vascular",1203,1547,12079,"1889-1837"
"http://ma-graph.org/entity/2898434079","Transplantation Reports",18,2,16377,"2451-9596"
"http://ma-graph.org/entity/2898434319","Energy Reports",145,783,13972,"2352-4847"
"http://ma-graph.org/entity/2898435970","Annales de l&#039;Institut Henri Poincar&#x00E9; C, Analyse non lin&#x00E9;aire",50,58,15261,"0294-1449"
"http://ma-graph.org/entity/2898436311","Oncology Signaling",8,1,17190,"2542-5633"
"http://ma-graph.org/entity/2898440934","Trait - d&#039;Union",95,33,14658,"0980-9090"
"http://ma-graph.org/entity/2898442383","Latinoamérica. Revista de Estudios Latinoamericanos",582,76,12853,"1665-8574"
"http://ma-graph.org/entity/2898442875","Structures",346,790,13225,"2352-0124"
"http://ma-graph.org/entity/2898445226","Journal of the American College of Clinical Wound Specialists",85,194,14664,"2213-5103"
"http://ma-graph.org/entity/2898445958","Flora oder Allgemeine Botanische Zeitung",1449,6120,11486,"0367-1615"
"http://ma-graph.org/entity/2898448967","Review of Development Finance",103,936,14160,"1879-9337"
"http://ma-graph.org/entity/2898449748","Geomechanics for Energy and the Environment",99,362,14433,"2352-3808"
"http://ma-graph.org/entity/2898450218","Clínica e Investigación en Arteriosclerosis",1069,1167,12230,"0214-9168"
"http://ma-graph.org/entity/2898451984","Revista Brasileira de Ciências do Esporte",1915,1786,11529,"0101-3289"
"http://ma-graph.org/entity/2898452260","PharmaNutrition",257,758,13605,"2213-4344"
"http://ma-graph.org/entity/2898452301","Anthropocene",181,1997,13506,"2213-3054"
"http://ma-graph.org/entity/2898452587","Revista Iberoamericana de Educación Superior",576,261,12840,"2007-2872"
"http://ma-graph.org/entity/2898456358","Hipertensión",25,111,15671,"0212-8241"
"http://ma-graph.org/entity/2898456431","Materials Discovery",53,104,15206,"2352-9245"
"http://ma-graph.org/entity/2898456560","Journal of the Association of Veterinary Anaesthetists of Great Britain and Ireland",112,580,13986,"0950-7817"
"http://ma-graph.org/entity/2898461090","Journal de Thérapie Comportementale et Cognitive",951,1300,12291,"1155-1704"
"http://ma-graph.org/entity/2898462621","Synthetic and Systems Biotechnology",104,310,14510,"2405-805X"
"http://ma-graph.org/entity/2898463066","Translational Metabolic Syndrome Research",4,0,17891,"2588-9303"
"http://ma-graph.org/entity/2898463701","Journal of African Trade",23,91,15910,"2214-8515"
"http://ma-graph.org/entity/2898464363","Literatura Mexicana",1129,116,12207,"0188-2546"
"http://ma-graph.org/entity/2898466884","Revista Mexicana de Opinión Pública",203,31,13932,"1870-7300"
"http://ma-graph.org/entity/2898469566","Journal of Arthroscopy and Joint Surgery",149,44,14252,"2214-9635"
"http://ma-graph.org/entity/2898470685","Laparoscopic, Endoscopic and Robotic Surgery",14,1,16635,"2468-9009"
"http://ma-graph.org/entity/2898471107","Medicina General y de Familia",77,3,14930,"1889-5433"
"http://ma-graph.org/entity/2898472452","La Revue de Médecine Légale",288,148,13540,"1878-6529"
"http://ma-graph.org/entity/2898474876","Clinical Neurophysiology Practice",85,81,14774,"2467-981X"
"http://ma-graph.org/entity/2898475623","Current Research in Translational Medicine",88,178,14694,"2452-3186"
"http://ma-graph.org/entity/2898476603","Investigaciones de Historia Económica",426,512,13002,"1698-6989"
"http://ma-graph.org/entity/2898477343","Kontakt",234,100,13797,"1212-4117"
"http://ma-graph.org/entity/2898480919","Trauma Case Reports",141,16,14322,"2352-6440"
"http://ma-graph.org/entity/2898482455","Alzheimer&#039;s &amp; Dementia: Diagnosis, Assessment &amp; Disease Monitoring",290,1411,13341,"2352-8729"
"http://ma-graph.org/entity/2898485876","Revista Odontológica Mexicana",703,376,12608,"1870-199X"
"http://ma-graph.org/entity/2898485923","Otolaryngologia Polska",1070,1316,12170,"0030-6657"
"http://ma-graph.org/entity/2898486062","Sleep Health",311,1479,13266,"2352-7218"
"http://ma-graph.org/entity/2898486120","Matter and Radiation at Extremes",87,234,14377,"2468-080X"
"http://ma-graph.org/entity/2898486876","Zeszyty Naukowe WCO, Letters in Oncology Science",191,16,14019,"1734-0489"
"http://ma-graph.org/entity/2898488835","Neuroepigenetics",23,187,15875,"2214-7845"
"http://ma-graph.org/entity/2898488984","EMC - Dermatología",147,28,14270,"1761-2896"
"http://ma-graph.org/entity/2898489505","Journal de Pédiatrie et de Puériculture",2006,1318,11586,"0987-7983"
"http://ma-graph.org/entity/2898492380","Advances in Digestive Medicine",168,85,14121,"2351-9797"
"http://ma-graph.org/entity/2898493639","Journal of Co-operative Organization and Management",72,235,14840,"2213-297X"
"http://ma-graph.org/entity/2898495476","Revista Chilena de Radiología",490,449,12995,"0717-201X"
"http://ma-graph.org/entity/2898497896","Nigerian Journal of Genetics",62,41,15097,"0189-9686"
"http://ma-graph.org/entity/2898498976","Revista Española de Cirugía Ortopédica y Traumatología",2109,2495,11543,"1888-4415"
"http://ma-graph.org/entity/2898501196","Sustainable Materials and Technologies",79,660,14485,"2214-9937"
"http://ma-graph.org/entity/2898501315","Journal of Marine and Island Cultures",91,229,14602,"2212-6821"
"http://ma-graph.org/entity/2898501490","European Urology Oncology",128,14,14417,"2588-9311"
"http://ma-graph.org/entity/2898501874","International Journal of Surgery Open",118,34,14487,"2405-8572"
"http://ma-graph.org/entity/2898504426","Groundwater for Sustainable Development",165,357,14162,"2352-801X"
"http://ma-graph.org/entity/2898505487","Medicina Universitaria",654,303,12755,"1665-5796"
"http://ma-graph.org/entity/2898508869","Ansiedad y Estrés",506,2160,12788,"1134-7937"
"http://ma-graph.org/entity/2898508902","Bioactive Materials",99,317,14552,"2452-199X"
"http://ma-graph.org/entity/2898510959","Endoscopia",236,53,13793,"0188-9893"
"http://ma-graph.org/entity/2898512452","Polski Przegld Otorynolaryngologiczny",296,21,13580,"2084-5308"
"http://ma-graph.org/entity/2898517533","Clinical Queries: Nephrology",114,137,14450,"2211-9477"
"http://ma-graph.org/entity/2898517584","Water Resources and Rural Development",49,167,15186,"2212-6082"
"http://ma-graph.org/entity/2898526149","EMC - AKOS - Trattato di Medicina",170,7,14138,"1634-7358"
"http://ma-graph.org/entity/2898528552","Zeitschrift für Immunitaetsforschung, Experimentelle und Klinische Immunologie",89,92,14687,"0300-872X"
"http://ma-graph.org/entity/2898529774","Food and Waterborne Parasitology",28,89,15785,"2405-6766"
"http://ma-graph.org/entity/2898531107","Addictive Behaviors Reports",149,390,14140,"2352-8532"
"http://ma-graph.org/entity/2898531903","Journal of Commodity Markets",80,175,14779,"2405-8513"
"http://ma-graph.org/entity/2898532015","EMC - Tecniche Chirurgiche Torace",38,0,15639,"1288-3336"
"http://ma-graph.org/entity/2898532700","Vaccine Reports",12,19,16689,"2405-7843"
"http://ma-graph.org/entity/2898535656","Burnout Research",55,600,14712,"2213-0586"
"http://ma-graph.org/entity/2898539291","Microbial Risk Analysis",65,176,14972,"2352-3522"
"http://ma-graph.org/entity/2898539756","New Horizons in Clinical Case Reports",109,1,14586,"2352-9482"
"http://ma-graph.org/entity/2898542531","Revista de Contabilidad",191,828,13798,"1138-4891"
"http://ma-graph.org/entity/2898543550","Burns Open",63,9,15118,"2468-9122"
"http://ma-graph.org/entity/2898548427","Computational Toxicology",57,67,15213,"2468-1113"
"http://ma-graph.org/entity/2898550049","Journal of Innovation in Digital Ecosystems",30,87,15688,"2352-6645"
"http://ma-graph.org/entity/2898554310","EMC - Tecniche Chirurgiche - Chirurgia Generale",58,0,15217,"1636-5577"
"http://ma-graph.org/entity/2898558041","Chronic Diseases and Translational Medicine",134,122,14329,"2095-882X"
"http://ma-graph.org/entity/2898559038","Translational Proteomics",25,186,15762,"2212-9626"
"http://ma-graph.org/entity/2898562440","Anesthésie &amp; R&#x00E9;animation",953,160,12402,"2352-5800"
"http://ma-graph.org/entity/2898564403","EMC - Néphrologie",51,42,15254,"1638-6248"
"http://ma-graph.org/entity/2898569932","Materials Science for Energy Technologies",36,5,15975,"2589-2991"
"http://ma-graph.org/entity/2898571332","EMC - Otorrinolaringología",229,44,13824,"1632-3475"
"http://ma-graph.org/entity/2898571462","Frontiers in Laboratory Medicine",56,26,15233,"2542-3649"
"http://ma-graph.org/entity/2898578437","FlatChem",72,260,14822,"2452-2627"
"http://ma-graph.org/entity/2898580889","Veterinary and Animal Science",42,16,15524,"2451-943X"
"http://ma-graph.org/entity/2898585626","EMC - Hépatologie",121,79,14421,"1638-6221"
"http://ma-graph.org/entity/2898589201","EMC - Técnicas Quirúrgicas - Ortopedia y Traumatología",191,3,14023,"2211-033X"
"http://ma-graph.org/entity/2898590181","Development Engineering",132,69,14358,"2352-7285"
"http://ma-graph.org/entity/2898591843","Genomic Medicine, Biomarkers, and Health Sciences",54,114,15174,"2211-4254"
"http://ma-graph.org/entity/2898593550","Petroleum",246,773,13568,"2405-6561"
"http://ma-graph.org/entity/2898594152","Diagnostics in Neuropsychiatry",1,4,19107,"2405-8017"
"http://ma-graph.org/entity/2898597390","Revista Colombiana de Ortopedia y Traumatología",189,8,14034,"0120-8845"
"http://ma-graph.org/entity/2898598607","Revista Española de Geriatría y Gerontología",2477,5379,11289,"0211-139X"
"http://ma-graph.org/entity/2898598997","Revista Iberoamericana de Cirugía de la Mano",279,49,13636,"1698-8396"
"http://ma-graph.org/entity/2898601045","Gastroenterología y Hepatología Continuada",31,2,15839,"1578-1550"
"http://ma-graph.org/entity/2898601235","Kinésithérapie, la Revue",2699,957,11345,"1779-0123"
