"","journal","Categories"
"10469","http://ma-graph.org/entity/146450124","Literature and Literary Theory (Q1); History (Q2)"
"10471","http://ma-graph.org/entity/146555279","Information Systems and Management (Q2); Management Information Systems (Q3); Management of Technology and Innovation (Q3)"
"10472","http://ma-graph.org/entity/146563757","Drug Discovery (Q2)"
"10473","http://ma-graph.org/entity/146569788","Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
"10474","http://ma-graph.org/entity/146592948","Museology (Q1); Visual Arts and Performing Arts (Q1); Conservation (Q2)"
"10477","http://ma-graph.org/entity/14661945","Medicine (miscellaneous) (Q1); Infectious Diseases (Q2); Microbiology (medical) (Q2)"
"10478","http://ma-graph.org/entity/146641495","Dermatology (Q1); Medicine (miscellaneous) (Q1)"
"10479","http://ma-graph.org/entity/146642094","Literature and Literary Theory (Q1)"
"10480","http://ma-graph.org/entity/146643948","Medicine (miscellaneous) (Q1); Cancer Research (Q2); Oncology (Q2)"
"10481","http://ma-graph.org/entity/146652483","Physics and Astronomy (miscellaneous) (Q2)"
"10483","http://ma-graph.org/entity/146701838","Food Science (Q1); Public Health, Environmental and Occupational Health (Q2); Toxicology (Q2)"
"10484","http://ma-graph.org/entity/146709414","Medicine (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q2)"
"10486","http://ma-graph.org/entity/146764194","Computer Science Applications (Q1); Electrical and Electronic Engineering (Q1)"
"10489","http://ma-graph.org/entity/146886830","Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1)"
"10492","http://ma-graph.org/entity/146976949","Insect Science (Q1); Ecology (Q2); Medicine (miscellaneous) (Q2)"
"10494","http://ma-graph.org/entity/146984626","Social Psychology (Q1)"
"10497","http://ma-graph.org/entity/147000529","Automotive Engineering (Q2); Strategy and Management (Q2)"
"10500","http://ma-graph.org/entity/147008614","Physiology (Q1); Plant Science (Q1)"
"10502","http://ma-graph.org/entity/147022693","Philosophy (Q1)"
"10503","http://ma-graph.org/entity/147041160","Health Professions (miscellaneous) (Q2); Medicine (miscellaneous) (Q2)"
"10507","http://ma-graph.org/entity/14710261","Visual Arts and Performing Arts (Q1); Architecture (Q2)"
"10508","http://ma-graph.org/entity/147145353","Earth and Planetary Sciences (miscellaneous) (Q3)"
"10514","http://ma-graph.org/entity/147235218","Law (Q2)"
"10515","http://ma-graph.org/entity/147243735","Occupational Therapy (Q1); Rehabilitation (Q1)"
"10516","http://ma-graph.org/entity/147245081","Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2)"
"10517","http://ma-graph.org/entity/147265922","Sociology and Political Science (Q3)"
"10519","http://ma-graph.org/entity/147293822","Geology (Q1)"
"10521","http://ma-graph.org/entity/14731854","Medicine (miscellaneous) (Q3)"
"10523","http://ma-graph.org/entity/147342384","Archeology (Q3); Archeology (arts and humanities) (Q3); History (Q3); Religious Studies (Q3)"
"10525","http://ma-graph.org/entity/147353869","Ecology, Evolution, Behavior and Systematics (Q3); Genetics (Q4)"
"10531","http://ma-graph.org/entity/147444837","Family Practice (Q1); Public Health, Environmental and Occupational Health (Q1)"
"10532","http://ma-graph.org/entity/147498506","Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)"
"10534","http://ma-graph.org/entity/147510899","Conservation (Q4); Visual Arts and Performing Arts (Q4)"
"10535","http://ma-graph.org/entity/147566941","Computer Networks and Communications (Q4); Computer Science Applications (Q4)"
"10536","http://ma-graph.org/entity/147586446","Cardiology and Cardiovascular Medicine (Q4)"
"10537","http://ma-graph.org/entity/147589591","Education (Q3)"
"10538","http://ma-graph.org/entity/147670119","Psychology (miscellaneous) (Q3)"
"10539","http://ma-graph.org/entity/147691530","Geriatrics and Gerontology (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
"10540","http://ma-graph.org/entity/147692640","Economics and Econometrics (Q1); Urban Studies (Q1)"
"10541","http://ma-graph.org/entity/147712636","Education (Q2)"
"10542","http://ma-graph.org/entity/147718537","Arts and Humanities (miscellaneous) (Q3); Astronomy and Astrophysics (Q4); Physics and Astronomy (miscellaneous) (Q4)"
"10543","http://ma-graph.org/entity/147719026","Cardiology and Cardiovascular Medicine (Q4)"
"10544","http://ma-graph.org/entity/147728512","Economics, Econometrics and Finance (miscellaneous) (Q2); Geography, Planning and Development (Q2); Public Administration (Q2)"
"10545","http://ma-graph.org/entity/14775208","Education (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Orthopedics and Sports Medicine (Q2); Sports Science (Q2)"
"10548","http://ma-graph.org/entity/147783800","Law (Q1); Management, Monitoring, Policy and Law (Q1); Sociology and Political Science (Q1)"
"10552","http://ma-graph.org/entity/147953040","Computer Science Applications (Q2); Information Systems (Q2); Signal Processing (Q2); Theoretical Computer Science (Q3)"
"10553","http://ma-graph.org/entity/147958056","Anatomy (Q2); Medicine (miscellaneous) (Q2)"
"10554","http://ma-graph.org/entity/147963656","Agronomy and Crop Science (Q3); Biotechnology (Q3)"
"10555","http://ma-graph.org/entity/147964255","Chemical Engineering (miscellaneous) (Q2); Chemistry (miscellaneous) (Q2); Polymers and Plastics (Q2)"
"10556","http://ma-graph.org/entity/147989425","Literature and Literary Theory (Q2); Language and Linguistics (Q3); Linguistics and Language (Q3)"
"10557","http://ma-graph.org/entity/148039198","Computer Science Applications (Q2); Education (Q2)"
"10559","http://ma-graph.org/entity/148068116","Arts and Humanities (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Experimental and Cognitive Psychology (Q1)"
"10560","http://ma-graph.org/entity/148074306","Cultural Studies (Q4); History (Q4)"
"10561","http://ma-graph.org/entity/148090250","Sociology and Political Science (Q2); Social Work (Q4)"
"10562","http://ma-graph.org/entity/148110886","Renewable Energy, Sustainability and the Environment (Q4)"
"10563","http://ma-graph.org/entity/148121101","Physics and Astronomy (miscellaneous) (Q1)"
"10564","http://ma-graph.org/entity/148139461","Language and Linguistics (Q2); Linguistics and Language (Q2); Education (Q3); Library and Information Sciences (Q3)"
"10566","http://ma-graph.org/entity/148153597","Pathology and Forensic Medicine (Q3)"
"10568","http://ma-graph.org/entity/14818408","Medicine (miscellaneous) (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Oncology (Q2)"
"10569","http://ma-graph.org/entity/148189957","History and Philosophy of Science (Q2); Business, Management and Accounting (miscellaneous) (Q3)"
"10571","http://ma-graph.org/entity/148244296","Agricultural and Biological Sciences (miscellaneous) (Q1); Ecology (Q1); Soil Science (Q1)"
"10572","http://ma-graph.org/entity/14824431","Ceramics and Composites (Q4); Civil and Structural Engineering (Q4); Geotechnical Engineering and Engineering Geology (Q4); Materials Science (miscellaneous) (Q4)"
"10573","http://ma-graph.org/entity/148267530","Mechanical Engineering (Q4); Ocean Engineering (Q4)"
"10574","http://ma-graph.org/entity/148270655","Cultural Studies (Q1); Education (Q3)"
"10575","http://ma-graph.org/entity/148277943","Arts and Humanities (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q2)"
"10576","http://ma-graph.org/entity/148303206","Radiation (Q1); Biophysics (Q2); Radiological and Ultrasound Technology (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
"10577","http://ma-graph.org/entity/14830646","Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1)"
"10578","http://ma-graph.org/entity/148307540","Ecology (Q1)"
"10579","http://ma-graph.org/entity/148368070","Business, Management and Accounting (miscellaneous) (Q2); Management of Technology and Innovation (Q2); Psychology (miscellaneous) (Q2); Strategy and Management (Q2); Applied Psychology (Q3)"
"10581","http://ma-graph.org/entity/148413113","Communication (Q2); Education (Q2)"
"10582","http://ma-graph.org/entity/148436525","Education (Q3)"
"10585","http://ma-graph.org/entity/148501376","History (Q3); Business and International Management (Q4); Business, Management and Accounting (miscellaneous) (Q4); Industrial and Manufacturing Engineering (Q4)"
"10586","http://ma-graph.org/entity/148528592","Dermatology (Q1); Medicine (miscellaneous) (Q1)"
"10587","http://ma-graph.org/entity/148533179","Law (Q1)"
"10590","http://ma-graph.org/entity/148645025","Biophysics (Q1)"
"10591","http://ma-graph.org/entity/148653594","Language and Linguistics (Q1); Linguistics and Language (Q1); Psychology (miscellaneous) (Q3); Experimental and Cognitive Psychology (Q4)"
"10593","http://ma-graph.org/entity/148709879","Computer Science Applications (Q1); Physics and Astronomy (miscellaneous) (Q1)"
"10594","http://ma-graph.org/entity/148719026","Computational Theory and Mathematics (Q4); Computer Science Applications (Q4)"
"10597","http://ma-graph.org/entity/148775277","Ecology, Evolution, Behavior and Systematics (Q4); Plant Science (Q4)"
"10598","http://ma-graph.org/entity/148806700","Agronomy and Crop Science (Q1)"
"10599","http://ma-graph.org/entity/148814761","Management Information Systems (Q2); Marketing (Q2)"
"10600","http://ma-graph.org/entity/148844903","Aquatic Science (Q1); Earth-Surface Processes (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
"10601","http://ma-graph.org/entity/148856507","Visual Arts and Performing Arts (Q2); Archeology (Q3); Archeology (arts and humanities) (Q3); History (Q3)"
"10603","http://ma-graph.org/entity/148874517","Architecture (Q1); Building and Construction (Q2); Human Factors and Ergonomics (Q2)"
"10604","http://ma-graph.org/entity/148909191","Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
"10605","http://ma-graph.org/entity/148921865","Arts and Humanities (miscellaneous) (Q1); Political Science and International Relations (Q1)"
"10606","http://ma-graph.org/entity/148936136","Engineering (miscellaneous) (Q1); Chemical Engineering (miscellaneous) (Q2); Chemistry (miscellaneous) (Q2); Materials Science (miscellaneous) (Q2)"
"10610","http://ma-graph.org/entity/149064342","Psychology (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2); Statistics, Probability and Uncertainty (Q3)"
"10611","http://ma-graph.org/entity/149074594","Veterinary (miscellaneous) (Q3)"
"10613","http://ma-graph.org/entity/149100181","Business and International Management (Q2); Education (Q2); Human Factors and Ergonomics (Q2); Sociology and Political Science (Q2)"
"10614","http://ma-graph.org/entity/149131268","Economics and Econometrics (Q1)"
"10615","http://ma-graph.org/entity/149151609","Cultural Studies (Q2); History (Q2); Sociology and Political Science (Q4)"
"10617","http://ma-graph.org/entity/149170128","Immunology (Q1); Immunology and Allergy (Q1); Rheumatology (Q1)"
"10618","http://ma-graph.org/entity/149192262","Medicine (miscellaneous)"
"10619","http://ma-graph.org/entity/14920484","Mathematics (miscellaneous) (Q2)"
"10620","http://ma-graph.org/entity/149205526","Business, Management and Accounting (miscellaneous) (Q3)"
"10621","http://ma-graph.org/entity/149219752","Earth and Planetary Sciences (miscellaneous) (Q1); Computer Science Applications (Q2)"
"10622","http://ma-graph.org/entity/149240962","Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1); Strategy and Management (Q1)"
"10626","http://ma-graph.org/entity/149285975","Economics and Econometrics (Q1); Environmental Science (miscellaneous) (Q1)"
"10627","http://ma-graph.org/entity/1492939","Cardiology and Cardiovascular Medicine (Q2); Medicine (miscellaneous) (Q2)"
"10629","http://ma-graph.org/entity/149305196","Mechanical Engineering (Q1); Condensed Matter Physics (Q2); Mechanics of Materials (Q2); Modeling and Simulation (Q2)"
"10630","http://ma-graph.org/entity/149339240","Economics and Econometrics (Q3)"
"10631","http://ma-graph.org/entity/149356092","Complementary and Alternative Medicine (Q4)"
"10632","http://ma-graph.org/entity/149373597","Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1)"
"10637","http://ma-graph.org/entity/149452110","Language and Linguistics (Q1); History and Philosophy of Science (Q2); Linguistics and Language (Q2)"
"10638","http://ma-graph.org/entity/149459226","Toxicology (Q2); Cellular and Molecular Neuroscience (Q3); Developmental Neuroscience (Q3)"
"10639","http://ma-graph.org/entity/149476849","Anesthesiology and Pain Medicine (Q1); Cancer Research (Q1); Hematology (Q1); Oncology (Q1)"
"10640","http://ma-graph.org/entity/14949914","Cultural Studies (Q2); Arts and Humanities (miscellaneous) (Q3); Law (Q3)"
"10641","http://ma-graph.org/entity/149515068","Medicine (miscellaneous) (Q3); Immunology (Q4); Immunology and Allergy (Q4)"
"10642","http://ma-graph.org/entity/149515109","Medicine (miscellaneous) (Q2); Psychology (miscellaneous) (Q2)"
"10643","http://ma-graph.org/entity/149516416","Materials Science (miscellaneous) (Q1); Nuclear and High Energy Physics (Q1); Nuclear Energy and Engineering (Q1)"
"10644","http://ma-graph.org/entity/149583601","Demography (Q2); Geography, Planning and Development (Q2)"
"10646","http://ma-graph.org/entity/149602687","Literature and Literary Theory (Q4)"
"10647","http://ma-graph.org/entity/149644738","Developmental Biology (Q3); Genetics (Q3); Molecular Biology (Q3)"
"10648","http://ma-graph.org/entity/149648581","Law (Q3); Sociology and Political Science (Q3)"
"10651","http://ma-graph.org/entity/149756942","Clinical Biochemistry (Q1); Drug Discovery (Q1); Molecular Medicine (Q1); Pharmacology (Q1)"
"10654","http://ma-graph.org/entity/149803608","Strategy and Management (Q3)"
"10656","http://ma-graph.org/entity/14980801","Archeology (Q1); Archeology (arts and humanities) (Q1); Earth and Planetary Sciences (miscellaneous) (Q1)"
"10657","http://ma-graph.org/entity/149837900","Agricultural and Biological Sciences (miscellaneous) (Q4); Medicine (miscellaneous) (Q4)"
"10658","http://ma-graph.org/entity/149872823","Arts and Humanities (miscellaneous) (Q1); Demography (Q1)"
"10660","http://ma-graph.org/entity/149902429","Medicine (miscellaneous) (Q2); Oncology (Q2); Radiology, Nuclear Medicine and Imaging (Q2); Cancer Research (Q3)"
"10661","http://ma-graph.org/entity/149956803","Computational Mathematics (Q2)"
"10662","http://ma-graph.org/entity/14996309","Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
"10664","http://ma-graph.org/entity/15000225","Chemistry (miscellaneous) (Q3)"
"10666","http://ma-graph.org/entity/150033744","Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)"
"10667","http://ma-graph.org/entity/15004046","Hematology (Q1)"
"10668","http://ma-graph.org/entity/150065719","Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Pharmacology (medical) (Q2); Oncology (Q3)"
"10670","http://ma-graph.org/entity/150089136","Neurology (Q1)"
"10671","http://ma-graph.org/entity/150116334","Religious Studies (Q1); Education (Q4)"
